6.320000000000000000e+02 2.390000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
6.300000000000000000e+02 2.390000000000000000e+02 2.810000000000000000e+02 3.800000000000000000e+01
6.340000000000000000e+02 2.300000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
6.290000000000000000e+02 2.380000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
6.330000000000000000e+02 2.390000000000000000e+02 2.700000000000000000e+02 3.700000000000000000e+01
6.300000000000000000e+02 2.300000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
6.330000000000000000e+02 2.370000000000000000e+02 2.790000000000000000e+02 3.300000000000000000e+01
6.300000000000000000e+02 2.280000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
6.210000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
6.330000000000000000e+02 2.390000000000000000e+02 2.740000000000000000e+02 2.900000000000000000e+01
6.260000000000000000e+02 2.320000000000000000e+02 2.800000000000000000e+02 3.200000000000000000e+01
6.280000000000000000e+02 2.420000000000000000e+02 2.770000000000000000e+02 3.000000000000000000e+01
6.200000000000000000e+02 2.310000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
6.310000000000000000e+02 2.340000000000000000e+02 2.760000000000000000e+02 3.200000000000000000e+01
6.270000000000000000e+02 2.370000000000000000e+02 2.730000000000000000e+02 3.300000000000000000e+01
6.210000000000000000e+02 2.390000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.330000000000000000e+02 2.380000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
6.320000000000000000e+02 2.270000000000000000e+02 2.740000000000000000e+02 4.200000000000000000e+01
6.330000000000000000e+02 2.440000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
6.220000000000000000e+02 2.330000000000000000e+02 2.760000000000000000e+02 3.400000000000000000e+01
6.200000000000000000e+02 2.370000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
6.340000000000000000e+02 2.390000000000000000e+02 2.740000000000000000e+02 3.300000000000000000e+01
6.240000000000000000e+02 2.350000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.330000000000000000e+02 2.320000000000000000e+02 2.690000000000000000e+02 3.100000000000000000e+01
6.280000000000000000e+02 2.340000000000000000e+02 2.770000000000000000e+02 4.100000000000000000e+01
6.300000000000000000e+02 2.430000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
6.240000000000000000e+02 2.440000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.340000000000000000e+02 2.350000000000000000e+02 2.800000000000000000e+02 3.200000000000000000e+01
6.360000000000000000e+02 2.380000000000000000e+02 2.730000000000000000e+02 3.600000000000000000e+01
6.260000000000000000e+02 2.410000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.360000000000000000e+02 2.330000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
6.320000000000000000e+02 2.370000000000000000e+02 2.810000000000000000e+02 4.100000000000000000e+01
6.290000000000000000e+02 2.460000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
6.300000000000000000e+02 2.320000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
6.330000000000000000e+02 2.400000000000000000e+02 2.810000000000000000e+02 3.500000000000000000e+01
6.320000000000000000e+02 2.330000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
6.260000000000000000e+02 2.350000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
6.360000000000000000e+02 2.340000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
6.280000000000000000e+02 2.320000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.280000000000000000e+02 2.340000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.250000000000000000e+02 2.280000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
6.320000000000000000e+02 2.370000000000000000e+02 2.810000000000000000e+02 3.200000000000000000e+01
6.380000000000000000e+02 2.280000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
6.260000000000000000e+02 2.360000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
6.380000000000000000e+02 2.340000000000000000e+02 2.710000000000000000e+02 3.200000000000000000e+01
6.230000000000000000e+02 2.370000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.370000000000000000e+02 2.370000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
6.300000000000000000e+02 2.390000000000000000e+02 2.780000000000000000e+02 3.600000000000000000e+01
6.350000000000000000e+02 2.450000000000000000e+02 2.810000000000000000e+02 3.200000000000000000e+01
6.380000000000000000e+02 2.310000000000000000e+02 2.730000000000000000e+02 3.800000000000000000e+01
6.270000000000000000e+02 2.400000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.350000000000000000e+02 2.420000000000000000e+02 2.760000000000000000e+02 3.200000000000000000e+01
6.280000000000000000e+02 2.350000000000000000e+02 2.810000000000000000e+02 3.900000000000000000e+01
6.390000000000000000e+02 2.340000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
6.310000000000000000e+02 2.370000000000000000e+02 2.790000000000000000e+02 4.100000000000000000e+01
6.320000000000000000e+02 2.390000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
6.340000000000000000e+02 2.300000000000000000e+02 2.790000000000000000e+02 4.100000000000000000e+01
6.320000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 4.000000000000000000e+01
6.350000000000000000e+02 2.440000000000000000e+02 2.730000000000000000e+02 3.300000000000000000e+01
6.280000000000000000e+02 2.360000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.350000000000000000e+02 2.400000000000000000e+02 2.790000000000000000e+02 3.300000000000000000e+01
6.340000000000000000e+02 2.320000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
6.370000000000000000e+02 2.370000000000000000e+02 2.740000000000000000e+02 3.800000000000000000e+01
6.380000000000000000e+02 2.350000000000000000e+02 2.740000000000000000e+02 3.000000000000000000e+01
6.230000000000000000e+02 2.360000000000000000e+02 2.800000000000000000e+02 4.200000000000000000e+01
6.320000000000000000e+02 2.400000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
6.290000000000000000e+02 2.290000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
6.360000000000000000e+02 2.400000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
6.340000000000000000e+02 2.350000000000000000e+02 2.740000000000000000e+02 3.400000000000000000e+01
6.260000000000000000e+02 2.370000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.320000000000000000e+02 2.380000000000000000e+02 2.740000000000000000e+02 3.100000000000000000e+01
6.320000000000000000e+02 2.380000000000000000e+02 2.790000000000000000e+02 3.900000000000000000e+01
6.320000000000000000e+02 2.400000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
6.340000000000000000e+02 2.300000000000000000e+02 2.740000000000000000e+02 3.600000000000000000e+01
6.270000000000000000e+02 2.440000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.310000000000000000e+02 2.420000000000000000e+02 2.730000000000000000e+02 3.600000000000000000e+01
6.310000000000000000e+02 2.370000000000000000e+02 2.810000000000000000e+02 3.700000000000000000e+01
6.350000000000000000e+02 2.380000000000000000e+02 2.740000000000000000e+02 3.200000000000000000e+01
6.300000000000000000e+02 2.400000000000000000e+02 2.750000000000000000e+02 3.700000000000000000e+01
6.320000000000000000e+02 2.360000000000000000e+02 2.740000000000000000e+02 4.000000000000000000e+01
6.340000000000000000e+02 2.340000000000000000e+02 2.750000000000000000e+02 3.700000000000000000e+01
6.290000000000000000e+02 2.370000000000000000e+02 2.800000000000000000e+02 4.000000000000000000e+01
6.330000000000000000e+02 2.420000000000000000e+02 2.740000000000000000e+02 3.200000000000000000e+01
6.330000000000000000e+02 2.370000000000000000e+02 2.810000000000000000e+02 3.900000000000000000e+01
6.350000000000000000e+02 2.420000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
6.300000000000000000e+02 2.310000000000000000e+02 2.770000000000000000e+02 3.900000000000000000e+01
6.320000000000000000e+02 2.410000000000000000e+02 2.790000000000000000e+02 3.300000000000000000e+01
6.360000000000000000e+02 2.360000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
6.300000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.350000000000000000e+02 2.450000000000000000e+02 2.740000000000000000e+02 3.400000000000000000e+01
6.310000000000000000e+02 2.340000000000000000e+02 2.730000000000000000e+02 3.700000000000000000e+01
6.330000000000000000e+02 2.420000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
6.250000000000000000e+02 2.380000000000000000e+02 2.770000000000000000e+02 3.900000000000000000e+01
6.280000000000000000e+02 2.350000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.350000000000000000e+02 2.360000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
6.200000000000000000e+02 2.360000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.370000000000000000e+02 2.350000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
6.260000000000000000e+02 2.340000000000000000e+02 2.740000000000000000e+02 3.700000000000000000e+01
6.290000000000000000e+02 2.380000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.310000000000000000e+02 2.330000000000000000e+02 2.780000000000000000e+02 3.000000000000000000e+01
6.280000000000000000e+02 2.330000000000000000e+02 2.800000000000000000e+02 4.100000000000000000e+01
6.280000000000000000e+02 2.360000000000000000e+02 2.760000000000000000e+02 3.200000000000000000e+01
6.310000000000000000e+02 2.290000000000000000e+02 2.720000000000000000e+02 3.500000000000000000e+01
6.310000000000000000e+02 2.390000000000000000e+02 2.770000000000000000e+02 3.000000000000000000e+01
6.290000000000000000e+02 2.350000000000000000e+02 2.760000000000000000e+02 3.700000000000000000e+01
6.250000000000000000e+02 2.320000000000000000e+02 2.820000000000000000e+02 3.600000000000000000e+01
6.360000000000000000e+02 2.370000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
6.280000000000000000e+02 2.360000000000000000e+02 2.780000000000000000e+02 3.700000000000000000e+01
6.350000000000000000e+02 2.420000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
6.260000000000000000e+02 2.310000000000000000e+02 2.740000000000000000e+02 3.600000000000000000e+01
6.280000000000000000e+02 2.450000000000000000e+02 2.820000000000000000e+02 3.600000000000000000e+01
6.360000000000000000e+02 2.380000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
6.300000000000000000e+02 2.380000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.390000000000000000e+02 2.330000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
6.280000000000000000e+02 2.440000000000000000e+02 2.780000000000000000e+02 4.200000000000000000e+01
6.300000000000000000e+02 2.400000000000000000e+02 2.740000000000000000e+02 2.900000000000000000e+01
6.390000000000000000e+02 2.310000000000000000e+02 2.740000000000000000e+02 4.000000000000000000e+01
6.300000000000000000e+02 2.380000000000000000e+02 2.790000000000000000e+02 3.700000000000000000e+01
6.350000000000000000e+02 2.430000000000000000e+02 2.750000000000000000e+02 3.600000000000000000e+01
6.320000000000000000e+02 2.370000000000000000e+02 2.770000000000000000e+02 3.700000000000000000e+01
6.310000000000000000e+02 2.420000000000000000e+02 2.770000000000000000e+02 3.000000000000000000e+01
6.330000000000000000e+02 2.320000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
6.290000000000000000e+02 2.370000000000000000e+02 2.800000000000000000e+02 3.300000000000000000e+01
6.300000000000000000e+02 2.280000000000000000e+02 2.740000000000000000e+02 3.700000000000000000e+01
6.240000000000000000e+02 2.430000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.250000000000000000e+02 2.350000000000000000e+02 2.720000000000000000e+02 3.400000000000000000e+01
6.320000000000000000e+02 2.310000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
6.280000000000000000e+02 2.350000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
6.300000000000000000e+02 2.440000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
6.230000000000000000e+02 2.380000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
6.350000000000000000e+02 2.350000000000000000e+02 2.720000000000000000e+02 3.500000000000000000e+01
6.230000000000000000e+02 2.400000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
6.310000000000000000e+02 2.420000000000000000e+02 2.750000000000000000e+02 3.000000000000000000e+01
6.240000000000000000e+02 2.370000000000000000e+02 2.750000000000000000e+02 4.100000000000000000e+01
6.350000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 3.400000000000000000e+01
6.280000000000000000e+02 2.330000000000000000e+02 2.720000000000000000e+02 3.600000000000000000e+01
6.270000000000000000e+02 2.360000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.340000000000000000e+02 2.420000000000000000e+02 2.740000000000000000e+02 3.500000000000000000e+01
6.300000000000000000e+02 2.330000000000000000e+02 2.810000000000000000e+02 3.600000000000000000e+01
6.310000000000000000e+02 2.400000000000000000e+02 2.780000000000000000e+02 3.000000000000000000e+01
6.310000000000000000e+02 2.330000000000000000e+02 2.760000000000000000e+02 3.900000000000000000e+01
6.360000000000000000e+02 2.370000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
6.360000000000000000e+02 2.400000000000000000e+02 2.760000000000000000e+02 3.500000000000000000e+01
6.240000000000000000e+02 2.370000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
6.290000000000000000e+02 2.420000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
6.350000000000000000e+02 2.320000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
6.300000000000000000e+02 2.370000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
6.310000000000000000e+02 2.340000000000000000e+02 2.760000000000000000e+02 3.800000000000000000e+01
6.240000000000000000e+02 2.360000000000000000e+02 2.810000000000000000e+02 3.800000000000000000e+01
6.350000000000000000e+02 2.430000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
6.300000000000000000e+02 2.310000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.370000000000000000e+02 2.410000000000000000e+02 2.740000000000000000e+02 3.300000000000000000e+01
6.280000000000000000e+02 2.310000000000000000e+02 2.750000000000000000e+02 3.600000000000000000e+01
6.230000000000000000e+02 2.410000000000000000e+02 2.790000000000000000e+02 3.100000000000000000e+01
6.270000000000000000e+02 2.340000000000000000e+02 2.720000000000000000e+02 3.100000000000000000e+01
6.260000000000000000e+02 2.270000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.290000000000000000e+02 2.360000000000000000e+02 2.750000000000000000e+02 3.100000000000000000e+01
6.280000000000000000e+02 2.260000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
6.270000000000000000e+02 2.400000000000000000e+02 2.820000000000000000e+02 3.500000000000000000e+01
6.320000000000000000e+02 2.340000000000000000e+02 2.740000000000000000e+02 3.200000000000000000e+01
6.250000000000000000e+02 2.390000000000000000e+02 2.790000000000000000e+02 3.800000000000000000e+01
6.330000000000000000e+02 2.390000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
6.280000000000000000e+02 2.310000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
6.330000000000000000e+02 2.330000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
6.290000000000000000e+02 2.340000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
6.280000000000000000e+02 2.330000000000000000e+02 2.820000000000000000e+02 3.900000000000000000e+01
6.410000000000000000e+02 2.350000000000000000e+02 2.770000000000000000e+02 3.200000000000000000e+01
6.340000000000000000e+02 2.340000000000000000e+02 2.760000000000000000e+02 3.800000000000000000e+01
6.290000000000000000e+02 2.400000000000000000e+02 2.810000000000000000e+02 3.500000000000000000e+01
6.390000000000000000e+02 2.360000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
6.340000000000000000e+02 2.280000000000000000e+02 2.750000000000000000e+02 4.100000000000000000e+01
6.350000000000000000e+02 2.430000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
6.320000000000000000e+02 2.350000000000000000e+02 2.750000000000000000e+02 4.200000000000000000e+01
6.320000000000000000e+02 2.360000000000000000e+02 2.800000000000000000e+02 3.400000000000000000e+01
6.400000000000000000e+02 2.360000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
6.220000000000000000e+02 2.360000000000000000e+02 2.820000000000000000e+02 3.700000000000000000e+01
6.390000000000000000e+02 2.420000000000000000e+02 2.730000000000000000e+02 3.700000000000000000e+01
6.280000000000000000e+02 2.410000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
6.330000000000000000e+02 2.400000000000000000e+02 2.780000000000000000e+02 3.700000000000000000e+01
6.340000000000000000e+02 2.340000000000000000e+02 2.730000000000000000e+02 3.800000000000000000e+01
6.340000000000000000e+02 2.410000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.320000000000000000e+02 2.450000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
6.220000000000000000e+02 2.370000000000000000e+02 2.780000000000000000e+02 3.700000000000000000e+01
6.290000000000000000e+02 2.400000000000000000e+02 2.760000000000000000e+02 3.200000000000000000e+01
6.300000000000000000e+02 2.330000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
6.260000000000000000e+02 2.300000000000000000e+02 2.790000000000000000e+02 3.100000000000000000e+01
6.380000000000000000e+02 2.320000000000000000e+02 2.750000000000000000e+02 3.600000000000000000e+01
6.270000000000000000e+02 2.290000000000000000e+02 2.770000000000000000e+02 3.700000000000000000e+01
6.320000000000000000e+02 2.480000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
6.340000000000000000e+02 2.260000000000000000e+02 2.750000000000000000e+02 3.700000000000000000e+01
6.330000000000000000e+02 2.370000000000000000e+02 2.800000000000000000e+02 3.300000000000000000e+01
6.270000000000000000e+02 2.420000000000000000e+02 2.750000000000000000e+02 3.500000000000000000e+01
6.260000000000000000e+02 2.340000000000000000e+02 2.770000000000000000e+02 3.900000000000000000e+01
6.330000000000000000e+02 2.360000000000000000e+02 2.740000000000000000e+02 3.000000000000000000e+01
6.310000000000000000e+02 2.320000000000000000e+02 2.770000000000000000e+02 3.900000000000000000e+01
6.310000000000000000e+02 2.380000000000000000e+02 2.780000000000000000e+02 3.200000000000000000e+01
6.360000000000000000e+02 2.310000000000000000e+02 2.760000000000000000e+02 3.900000000000000000e+01
6.290000000000000000e+02 2.370000000000000000e+02 2.750000000000000000e+02 3.900000000000000000e+01
6.330000000000000000e+02 2.430000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
6.330000000000000000e+02 2.300000000000000000e+02 2.770000000000000000e+02 4.000000000000000000e+01
6.370000000000000000e+02 2.430000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.360000000000000000e+02 2.310000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
6.290000000000000000e+02 2.390000000000000000e+02 2.820000000000000000e+02 3.600000000000000000e+01
6.330000000000000000e+02 2.360000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
6.260000000000000000e+02 2.400000000000000000e+02 2.810000000000000000e+02 4.100000000000000000e+01
6.350000000000000000e+02 2.360000000000000000e+02 2.750000000000000000e+02 3.000000000000000000e+01
6.300000000000000000e+02 2.290000000000000000e+02 2.820000000000000000e+02 4.100000000000000000e+01
6.330000000000000000e+02 2.420000000000000000e+02 2.760000000000000000e+02 3.400000000000000000e+01
6.330000000000000000e+02 2.360000000000000000e+02 2.780000000000000000e+02 4.000000000000000000e+01
6.330000000000000000e+02 2.340000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.350000000000000000e+02 2.270000000000000000e+02 2.730000000000000000e+02 3.400000000000000000e+01
6.300000000000000000e+02 2.400000000000000000e+02 2.780000000000000000e+02 3.400000000000000000e+01
6.310000000000000000e+02 2.340000000000000000e+02 2.740000000000000000e+02 3.500000000000000000e+01
6.280000000000000000e+02 2.330000000000000000e+02 2.830000000000000000e+02 3.700000000000000000e+01
6.270000000000000000e+02 2.400000000000000000e+02 2.750000000000000000e+02 3.200000000000000000e+01
6.240000000000000000e+02 2.330000000000000000e+02 2.790000000000000000e+02 3.600000000000000000e+01
6.350000000000000000e+02 2.410000000000000000e+02 2.710000000000000000e+02 3.200000000000000000e+01
6.260000000000000000e+02 2.330000000000000000e+02 2.770000000000000000e+02 3.700000000000000000e+01
6.270000000000000000e+02 2.360000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
6.250000000000000000e+02 2.350000000000000000e+02 2.750000000000000000e+02 3.500000000000000000e+01
6.290000000000000000e+02 2.430000000000000000e+02 2.780000000000000000e+02 3.400000000000000000e+01
6.290000000000000000e+02 2.350000000000000000e+02 2.720000000000000000e+02 3.300000000000000000e+01
6.260000000000000000e+02 2.330000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.290000000000000000e+02 2.340000000000000000e+02 2.730000000000000000e+02 3.200000000000000000e+01
6.300000000000000000e+02 2.350000000000000000e+02 2.780000000000000000e+02 3.900000000000000000e+01
6.290000000000000000e+02 2.350000000000000000e+02 2.790000000000000000e+02 3.400000000000000000e+01
6.350000000000000000e+02 2.300000000000000000e+02 2.750000000000000000e+02 4.000000000000000000e+01
6.250000000000000000e+02 2.490000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.300000000000000000e+02 2.360000000000000000e+02 2.740000000000000000e+02 3.400000000000000000e+01
6.320000000000000000e+02 2.310000000000000000e+02 2.730000000000000000e+02 3.600000000000000000e+01
6.380000000000000000e+02 2.370000000000000000e+02 2.740000000000000000e+02 3.100000000000000000e+01
6.280000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 4.100000000000000000e+01
6.330000000000000000e+02 2.420000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
6.340000000000000000e+02 2.350000000000000000e+02 2.720000000000000000e+02 3.700000000000000000e+01
6.320000000000000000e+02 2.420000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.310000000000000000e+02 2.340000000000000000e+02 2.720000000000000000e+02 4.000000000000000000e+01
6.330000000000000000e+02 2.390000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
6.330000000000000000e+02 2.370000000000000000e+02 2.730000000000000000e+02 3.800000000000000000e+01
6.280000000000000000e+02 2.320000000000000000e+02 2.810000000000000000e+02 3.900000000000000000e+01
6.340000000000000000e+02 2.360000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
6.320000000000000000e+02 2.340000000000000000e+02 2.750000000000000000e+02 3.700000000000000000e+01
6.290000000000000000e+02 2.430000000000000000e+02 2.780000000000000000e+02 3.100000000000000000e+01
6.290000000000000000e+02 2.290000000000000000e+02 2.760000000000000000e+02 3.900000000000000000e+01
6.230000000000000000e+02 2.310000000000000000e+02 2.800000000000000000e+02 3.500000000000000000e+01
6.340000000000000000e+02 2.350000000000000000e+02 2.740000000000000000e+02 3.300000000000000000e+01
6.230000000000000000e+02 2.340000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
6.350000000000000000e+02 2.370000000000000000e+02 2.730000000000000000e+02 3.100000000000000000e+01
6.260000000000000000e+02 2.330000000000000000e+02 2.780000000000000000e+02 3.500000000000000000e+01
6.380000000000000000e+02 2.400000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
6.300000000000000000e+02 2.280000000000000000e+02 2.770000000000000000e+02 3.600000000000000000e+01
6.320000000000000000e+02 2.350000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
6.300000000000000000e+02 2.400000000000000000e+02 2.770000000000000000e+02 3.500000000000000000e+01
6.290000000000000000e+02 2.360000000000000000e+02 2.750000000000000000e+02 4.100000000000000000e+01
6.300000000000000000e+02 2.360000000000000000e+02 2.750000000000000000e+02 3.000000000000000000e+01
6.280000000000000000e+02 2.320000000000000000e+02 2.800000000000000000e+02 3.900000000000000000e+01
6.220000000000000000e+02 2.320000000000000000e+02 2.800000000000000000e+02 4.100000000000000000e+01
6.360000000000000000e+02 2.370000000000000000e+02 2.750000000000000000e+02 3.400000000000000000e+01
6.290000000000000000e+02 2.410000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
6.360000000000000000e+02 2.360000000000000000e+02 2.770000000000000000e+02 3.800000000000000000e+01
6.310000000000000000e+02 2.280000000000000000e+02 2.780000000000000000e+02 4.100000000000000000e+01
6.380000000000000000e+02 2.440000000000000000e+02 2.760000000000000000e+02 3.300000000000000000e+01
6.260000000000000000e+02 2.320000000000000000e+02 2.780000000000000000e+02 4.100000000000000000e+01
6.360000000000000000e+02 2.420000000000000000e+02 2.820000000000000000e+02 3.400000000000000000e+01
6.310000000000000000e+02 2.310000000000000000e+02 2.730000000000000000e+02 3.900000000000000000e+01
6.290000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 3.800000000000000000e+01
6.320000000000000000e+02 2.300000000000000000e+02 2.760000000000000000e+02 3.100000000000000000e+01
6.310000000000000000e+02 2.360000000000000000e+02 2.800000000000000000e+02 4.100000000000000000e+01
6.320000000000000000e+02 2.410000000000000000e+02 2.780000000000000000e+02 2.900000000000000000e+01
6.340000000000000000e+02 2.290000000000000000e+02 2.780000000000000000e+02 3.800000000000000000e+01
6.330000000000000000e+02 2.320000000000000000e+02 2.740000000000000000e+02 3.900000000000000000e+01
6.290000000000000000e+02 2.350000000000000000e+02 2.750000000000000000e+02 3.300000000000000000e+01
6.220000000000000000e+02 2.350000000000000000e+02 2.790000000000000000e+02 3.500000000000000000e+01
6.250000000000000000e+02 2.380000000000000000e+02 2.780000000000000000e+02 3.300000000000000000e+01
6.320000000000000000e+02 2.320000000000000000e+02 2.750000000000000000e+02 3.800000000000000000e+01
6.250000000000000000e+02 2.380000000000000000e+02 2.810000000000000000e+02 3.500000000000000000e+01
6.340000000000000000e+02 2.340000000000000000e+02 2.730000000000000000e+02 3.200000000000000000e+01
6.270000000000000000e+02 2.360000000000000000e+02 2.790000000000000000e+02 4.000000000000000000e+01
6.310000000000000000e+02 2.390000000000000000e+02 2.770000000000000000e+02 3.100000000000000000e+01
6.260000000000000000e+02 2.320000000000000000e+02 2.800000000000000000e+02 4.100000000000000000e+01
6.330000000000000000e+02 2.360000000000000000e+02 2.810000000000000000e+02 3.400000000000000000e+01
6.340000000000000000e+02 2.350000000000000000e+02 2.730000000000000000e+02 3.500000000000000000e+01
6.180000000000000000e+02 2.410000000000000000e+02 2.810000000000000000e+02 3.600000000000000000e+01
6.350000000000000000e+02 2.330000000000000000e+02 2.800000000000000000e+02 3.700000000000000000e+01
6.300000000000000000e+02 2.300000000000000000e+02 2.740000000000000000e+02 3.700000000000000000e+01
6.280000000000000000e+02 2.430000000000000000e+02 2.800000000000000000e+02 3.600000000000000000e+01
6.320000000000000000e+02 2.320000000000000000e+02 2.750000000000000000e+02 3.900000000000000000e+01
6.360000000000000000e+02 2.390000000000000000e+02 2.800000000000000000e+02 4.200000000000000000e+01
6.320000000000000000e+02 2.460000000000000000e+02 2.790000000000000000e+02 3.200000000000000000e+01
6.340000000000000000e+02 2.330000000000000000e+02 2.740000000000000000e+02 3.200000000000000000e+01
6.320000000000000000e+02 2.370000000000000000e+02 2.800000000000000000e+02 4.200000000000000000e+01
6.370000000000000000e+02 2.420000000000000000e+02 2.740000000000000000e+02 3.500000000000000000e+01
